Gender,Attendance,Hours_Studied,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Physical_Activity,Learning_Disabilities,Exam_Score,Tutoring_Sessions,Motivation_Level,Teacher_Quality
Male,88,1,High,Yes,4,72,2,No,92,3,High,Medium
Male,81,22,Medium,Yes,9,71,4,No,69,2,Medium,Low
Male,77,22,High,No,7,85,2,No,68,2,Low,Medium
Female,75,10,Medium,No,8,87,4,Yes,63,2,Low,Medium
Male,94,14,Medium,Yes,6,76,3,No,64,0,Medium,Low
Female,69,37,High,Yes,9,87,2,No,68,1,Medium,Medium
Male,89,18,Low,No,8,76,2,No,67,0,High,Medium
Male,90,24,Medium,Yes,7,55,2,No,68,1,Medium,Medium
Male,77,16,Medium,Yes,7,93,2,No,66,1,Medium,Medium
Male,72,7,Medium,Yes,4,94,4,No,66,4,Medium,Medium
Male,79,19,High,Yes,8,63,2,No,68,4,Medium,High
Male,64,18,High,Yes,9,89,3,No,64,1,Low,High
Female,62,18,Medium,Yes,7,76,3,Yes,63,2,Medium,Medium
Female,64,19,Medium,Yes,7,56,4,No,62,0,Medium,Medium
Male,67,22,High,No,7,70,2,No,66,2,High,Medium
Male,80,19,Medium,Yes,9,54,2,No,65,0,Medium,Medium
Male,94,12,Low,Yes,9,89,3,No,66,1,Medium,Low
Male,69,23,High,Yes,6,60,4,No,66,2,Medium,High
Female,97,8,High,Yes,8,58,2,No,69,2,High,Medium
Female,98,8,Medium,Yes,7,60,3,No,67,1,Medium,High
Female,98,24,High,No,8,61,3,No,75,6,Medium,High
Male,94,23,Medium,Yes,6,84,3,No,73,0,High,High
Female,75,20,Medium,Yes,9,82,5,No,66,0,High,Low
Male,63,12,Medium,No,8,56,4,No,61,4,Low,Medium
Female,83,16,Medium,Yes,9,86,4,No,68,5,Medium,High
Male,82,18,Medium,Yes,5,67,4,No,67,1,High,High
Male,94,10,High,No,5,73,3,No,66,1,Medium,Medium
Female,100,16,High,No,10,56,2,No,69,1,Medium,Medium
Male,80,24,Medium,No,9,85,4,No,69,3,Low,Medium
Female,74,29,High,Yes,6,69,1,No,67,1,Medium,High
Female,67,17,Medium,No,8,82,4,No,65,0,Medium,Medium
Male,60,25,Low,No,6,71,2,No,63,2,Low,Medium
Female,80,9,Low,Yes,4,52,2,No,63,1,Low,Medium
Male,82,24,Medium,No,4,85,2,No,66,1,Low,Medium
Male,93,15,Medium,Yes,7,78,4,No,66,0,Low,Medium
Female,80,22,High,Yes,9,72,4,No,69,2,Low,Medium
Female,97,19,Medium,Yes,9,60,4,No,72,3,High,Medium
Male,85,28,Medium,Yes,9,81,3,No,70,2,Low,Medium
Male,94,15,High,Yes,8,64,1,No,68,2,Medium,Medium
Male,66,24,Medium,Yes,7,71,3,No,66,1,Low,High
Female,94,18,Medium,Yes,9,53,3,No,67,3,Medium,Medium
Female,87,19,Medium,No,4,89,5,Yes,68,0,Medium,Low
Male,67,19,Low,Yes,8,55,4,No,62,0,Medium,High
Female,68,15,High,No,5,95,2,Yes,64,1,High,Medium
Male,97,20,Low,Yes,6,93,1,No,71,1,Low,High
Male,61,20,Medium,No,8,99,4,No,65,0,Medium,High
Female,79,21,Medium,Yes,8,95,2,No,69,0,High,Medium
Male,73,21,Medium,No,6,99,5,No,65,1,Medium,Medium
Male,87,25,Medium,No,8,94,4,No,71,0,High,High
Female,94,26,Medium,No,8,56,2,No,69,1,Low,Medium
Male,74,14,Medium,Yes,7,72,3,No,65,2,High,Medium
Male,77,25,Medium,Yes,7,54,1,No,66,2,Medium,Medium
Female,99,13,Medium,Yes,10,77,3,No,68,0,Low,High
Female,91,24,High,Yes,7,76,2,No,72,0,Medium,Medium
Female,96,24,High,Yes,7,96,3,No,74,1,Medium,Medium
Male,78,9,Medium,No,7,98,2,No,64,3,Low,Medium
Male,69,21,Low,Yes,7,63,3,No,64,0,Medium,Medium
Female,76,17,Medium,Yes,8,79,4,Yes,63,1,Low,Medium
Male,89,15,Low,No,9,73,2,No,66,2,High,Low
Male,64,28,Medium,Yes,7,77,2,No,67,1,Medium,Medium
Male,71,16,Low,Yes,6,77,5,Yes,64,4,Low,Medium
Male,62,15,High,No,10,96,4,No,62,0,Low,High
Male,77,20,Low,Yes,7,95,1,No,66,0,High,Medium
Female,93,24,High,No,4,56,2,No,71,4,Low,High
Female,61,19,Low,Yes,10,67,6,No,63,1,Low,Medium
Male,87,27,Medium,Yes,9,88,4,Yes,72,1,Medium,High
Female,97,23,High,No,9,84,3,Yes,71,1,Low,Medium
Female,69,7,Medium,No,9,82,3,No,61,1,Low,High
Female,88,17,High,Yes,10,100,2,No,71,1,Medium,High
Male,99,17,Medium,No,5,67,4,No,69,2,Low,Medium
Male,98,23,High,Yes,6,76,3,No,74,3,Low,High
Male,69,4,High,Yes,6,99,2,No,61,0,Medium,High
Male,64,35,Low,No,6,85,2,No,68,2,High,High
Male,66,23,High,Yes,7,82,2,No,67,1,High,Medium
Male,88,21,Low,No,6,58,4,No,70,3,Medium,Medium
Male,89,27,Medium,No,5,62,3,No,69,0,Medium,Medium
Male,87,34,Low,No,6,69,2,No,72,3,High,Medium
Male,73,25,Low,Yes,7,73,2,No,66,1,Medium,Medium
Male,67,26,Medium,No,9,75,3,No,67,2,Medium,Medium
Female,83,21,Medium,No,6,95,2,No,70,4,High,High
Male,79,19,High,Yes,8,55,4,Yes,68,3,Medium,Medium
Female,89,17,Medium,Yes,5,62,2,No,68,2,High,Medium
Female,78,15,High,No,4,57,2,No,65,2,High,High
Female,74,16,Low,Yes,7,87,3,No,63,0,Medium,Low
Female,72,12,Low,Yes,6,99,4,No,62,0,High,Medium
Female,68,20,High,Yes,6,95,4,No,66,0,Medium,Medium
Male,71,10,High,Yes,6,86,2,Yes,62,1,Medium,Low
Female,64,21,High,Yes,6,51,3,No,61,0,Low,Low
Female,74,20,Medium,Yes,6,67,4,Yes,63,0,High,Medium
Female,61,21,Medium,Yes,6,93,3,No,65,3,Low,High
Male,67,17,Low,No,5,83,3,No,64,3,High,Medium
Male,90,38,Medium,Yes,4,60,4,No,74,2,Low,Medium
Female,73,28,Medium,Yes,4,73,2,No,70,2,Medium,High
Female,87,13,Medium,No,10,54,2,No,63,2,Low,Medium
Female,89,21,Medium,No,7,76,2,No,68,3,Medium,Medium
Male,83,16,High,Yes,9,95,2,No,69,2,Medium,High
Male,98,14,High,Yes,7,52,4,No,70,1,High,High
Male,61,12,Medium,Yes,7,81,3,No,62,2,Medium,Medium
Male,90,23,Medium,Yes,7,62,2,No,71,3,Medium,Low
Male,98,16,Low,No,8,100,1,No,69,2,Low,Medium
Male,94,26,Low,Yes,5,53,2,No,69,0,Low,High
Male,67,26,High,Yes,6,81,3,Yes,68,4,High,High
Male,73,28,Medium,Yes,7,63,2,No,65,0,Low,Medium
Male,67,15,High,Yes,4,94,5,No,65,1,High,Medium
Female,84,23,Low,Yes,9,56,4,No,65,1,Low,High
Female,88,24,High,No,9,71,3,No,72,2,Medium,High
Female,73,17,Low,No,4,59,4,No,63,2,High,High
Male,82,15,High,Yes,6,90,2,No,68,2,High,Medium
Female,88,30,Medium,Yes,7,68,3,No,72,1,Low,High
Male,77,21,Low,Yes,8,59,2,No,66,3,Medium,Medium
Female,94,24,Medium,No,9,86,3,No,71,2,High,Medium
Female,91,15,Low,Yes,6,91,3,No,67,0,Low,Medium
Male,63,13,Medium,No,10,73,3,No,61,2,Low,High
Female,85,17,High,Yes,7,69,2,No,70,4,Medium,High
Male,69,19,Medium,Yes,7,82,3,No,64,2,Low,Medium
Male,82,14,Medium,Yes,8,83,2,No,64,0,Medium,Medium
Female,98,20,High,Yes,7,83,3,No,68,0,Medium,Medium
Male,95,10,Medium,No,7,64,3,No,70,4,High,Medium
Male,76,13,Medium,Yes,10,97,3,No,65,4,High,Low
Female,72,24,High,No,7,61,2,No,67,3,Medium,Medium
Male,69,24,Low,Yes,6,69,4,No,65,0,Medium,High
Female,81,18,Medium,Yes,6,64,4,No,65,1,Medium,Medium
Female,65,14,High,Yes,9,97,4,No,65,3,Low,High
Male,82,14,Low,Yes,8,91,2,No,66,1,High,Medium
Male,60,18,High,No,5,91,4,Yes,62,2,Low,Medium
Male,73,24,Medium,Yes,5,50,2,No,63,1,Low,Medium
Male,69,26,Low,Yes,7,84,3,Yes,63,0,Medium,Medium
Male,99,17,Medium,Yes,8,62,3,No,70,3,Medium,Medium
Male,89,13,High,Yes,6,98,4,No,67,0,Medium,Medium
Male,74,22,High,No,4,77,3,Yes,66,0,Low,Medium
Male,64,15,Medium,No,5,78,2,No,63,2,Medium,Medium
Female,81,17,Low,Yes,9,68,3,No,66,1,High,Low
Female,69,28,Medium,No,8,77,4,No,67,3,Medium,Medium
Female,81,25,Medium,No,9,87,1,No,68,1,Low,High
Male,93,21,High,Yes,9,78,2,Yes,67,1,Low,Low
Male,85,12,High,Yes,6,82,2,No,66,1,Medium,Medium
Female,85,21,High,Yes,6,74,4,No,71,2,Medium,Medium
Male,82,26,Medium,Yes,7,86,2,Yes,69,0,Medium,High
Male,97,18,Low,Yes,8,95,2,No,72,1,High,Medium
Female,97,28,Low,Yes,9,53,3,No,70,0,Low,Medium
Male,81,28,Medium,Yes,10,55,3,No,68,2,Medium,Low
Male,72,30,Medium,No,8,84,1,No,68,1,Medium,High
Female,78,22,High,Yes,8,69,2,No,67,2,High,Medium
Female,67,24,Medium,No,10,64,2,Yes,62,1,Low,Medium
Male,85,28,Low,No,7,59,3,No,67,1,Low,Medium
Male,80,23,Medium,No,9,79,2,No,69,1,Medium,High
Male,64,17,High,Yes,8,67,3,No,64,3,Medium,Medium
Female,68,17,High,Yes,8,75,3,No,66,2,Medium,High
Male,79,21,Low,Yes,7,98,1,No,69,2,High,Medium
Female,96,12,High,No,5,88,2,No,70,0,High,Medium
Female,83,19,Medium,No,8,90,3,No,69,3,Low,Medium
Male,87,27,Medium,Yes,8,56,3,No,72,3,Medium,High
Female,74,7,Medium,Yes,6,66,2,No,61,1,Low,High
Female,83,29,Medium,No,7,55,4,No,68,2,High,Low
Male,78,27,Medium,No,6,98,3,No,68,1,Low,Medium
Female,86,17,Medium,No,6,84,3,No,66,0,High,Medium
Male,62,23,Medium,No,6,51,2,No,65,5,Medium,Medium
Female,80,20,Low,Yes,5,74,4,No,66,2,Medium,Low
Female,72,27,Medium,No,6,63,5,No,67,1,Medium,Medium
Male,73,26,High,No,8,77,2,No,68,0,Medium,High
Female,98,12,Medium,No,9,59,2,No,67,1,Low,Medium
Female,67,24,Medium,Yes,10,53,3,Yes,63,0,Medium,Medium
Male,72,19,Low,No,6,66,2,No,64,0,Medium,High
Male,80,20,Low,No,9,65,3,No,66,1,High,Medium
Male,95,16,Medium,Yes,8,86,4,No,69,0,Medium,Low
Male,77,30,Low,Yes,7,74,3,No,70,3,Medium,Medium
Female,90,26,Medium,No,8,65,2,No,72,3,High,High
Female,94,16,High,No,9,79,5,No,71,2,High,Medium
Male,72,12,Medium,Yes,6,54,2,No,63,3,Low,Medium
Male,76,18,High,No,6,83,4,No,68,1,Medium,Medium
Male,74,23,High,Yes,6,57,3,No,67,1,Low,High
Male,93,21,Low,No,6,64,4,No,69,2,Medium,Medium
Male,62,28,Medium,No,9,64,2,No,65,1,High,Medium
Male,72,25,Low,Yes,6,73,4,No,69,4,High,High
Male,87,26,Medium,No,6,98,4,No,71,0,High,High
Female,83,22,Low,Yes,7,66,3,No,67,2,Medium,Medium
Female,77,12,Medium,No,7,64,4,No,64,2,Low,High
Female,82,19,Medium,Yes,6,58,3,No,68,2,Low,High
Male,68,26,Low,Yes,10,70,3,No,67,1,Medium,Medium
Female,77,20,Low,No,6,59,2,No,62,1,Low,Medium
Female,80,23,Medium,No,7,57,2,No,68,2,Low,High
Female,96,18,Medium,Yes,4,93,4,No,72,0,Medium,High
Male,70,14,High,Yes,7,53,3,No,61,0,Low,Medium
Male,95,19,Low,Yes,5,86,4,No,67,0,Medium,Medium
Male,86,22,Medium,No,6,60,3,No,70,0,High,High
Male,61,16,Medium,Yes,4,51,3,No,59,1,Low,Medium
Female,89,19,Medium,Yes,6,90,4,No,70,0,High,High
Female,61,14,Medium,No,7,85,1,No,60,1,High,Medium
Male,100,27,Medium,No,7,67,3,No,74,1,Medium,High
Male,95,18,High,Yes,6,54,3,No,68,0,High,High
Female,72,29,Medium,No,7,68,3,No,67,0,Low,Medium
Male,70,29,Low,No,6,59,4,No,67,2,High,Medium
Female,75,20,Medium,Yes,7,97,2,No,66,0,High,Medium
Female,74,14,Medium,No,7,76,2,No,63,1,High,High
Male,75,7,Medium,No,7,98,3,No,62,1,Low,High
Female,73,11,Low,Yes,7,68,3,No,64,3,High,High
Male,85,12,Medium,Yes,6,78,4,No,68,3,High,Medium
Female,67,28,Medium,No,8,60,3,No,65,0,High,Medium
Female,94,21,Low,Yes,8,90,4,No,71,1,Low,Medium
Female,92,22,Medium,Yes,7,52,3,No,68,1,Low,Medium
Male,79,7,High,Yes,9,85,2,No,62,0,Medium,Medium
Male,94,13,High,Yes,7,70,3,No,68,1,Medium,Medium
Male,70,25,Medium,Yes,7,79,3,No,68,3,Low,Medium
Male,61,22,Medium,Yes,7,80,3,No,67,3,High,High
Female,85,19,Medium,Yes,7,86,2,No,67,0,Medium,Medium
Male,78,23,High,Yes,6,60,4,No,70,2,Medium,High
Female,83,30,Medium,Yes,4,77,4,No,69,0,Medium,Medium
Male,96,19,Medium,No,7,71,3,No,70,2,Medium,High
Male,99,20,Low,No,8,64,2,No,69,1,Low,Medium
Female,85,21,Medium,Yes,5,75,2,No,70,1,Low,High
Male,91,34,Low,No,9,98,4,No,72,0,Medium,Medium
Female,63,7,Medium,No,5,97,2,No,59,1,Medium,Medium
Male,66,24,Medium,No,6,64,4,No,64,0,Medium,High
Female,89,19,High,Yes,10,94,1,No,72,0,Medium,Medium
Male,77,23,High,Yes,8,94,3,No,70,0,Medium,Medium
Female,78,16,High,No,7,62,1,No,63,0,Medium,High
Male,72,20,Medium,Yes,7,80,3,No,66,1,Medium,High
Male,84,24,High,No,9,93,4,No,72,3,Medium,Medium
Female,67,39,High,Yes,5,76,4,No,71,2,Medium,Medium
Female,85,25,High,No,9,68,3,No,71,1,Medium,Medium
Male,67,15,Medium,Yes,6,83,3,No,62,3,Low,Low
Male,63,17,Medium,Yes,8,59,1,No,62,1,Medium,High
Male,73,17,Low,No,6,58,1,No,64,4,Medium,Medium
Male,69,9,High,Yes,10,92,3,No,65,2,Medium,Medium
Female,96,18,Low,Yes,7,52,4,No,68,1,Low,Medium
Male,62,24,Medium,Yes,5,90,3,No,67,0,Low,Medium
Male,67,12,Medium,Yes,8,65,3,No,61,1,Low,Medium
Female,82,26,Low,Yes,9,74,5,No,68,2,High,Medium
Male,79,23,High,No,9,77,3,No,68,1,Medium,High
Female,62,16,Medium,No,7,88,1,No,62,1,Medium,High
Female,60,19,Low,No,8,94,3,No,62,1,High,Low
Male,100,30,High,Yes,6,90,2,Yes,74,0,Low,Low
Female,86,24,Medium,Yes,8,79,4,No,68,0,Medium,Medium
Male,75,20,High,No,8,67,4,No,66,1,Medium,Low
Male,79,19,Medium,No,4,76,3,No,67,1,High,Medium
Male,71,20,Medium,No,5,52,3,No,65,1,High,High
Male,74,17,Medium,Yes,7,62,4,No,66,2,Medium,Medium
Male,86,7,Medium,No,7,68,4,No,67,5,Medium,Medium
Male,95,32,Medium,Yes,7,66,3,No,76,5,High,Medium
Female,67,21,High,Yes,7,55,3,No,66,2,High,High
Female,94,22,Low,No,9,53,3,No,68,1,High,High
Female,65,20,Medium,Yes,8,71,3,Yes,63,2,Low,Medium
Female,69,16,High,Yes,4,54,4,No,65,4,Medium,Low
Male,61,19,Medium,No,10,64,3,No,63,3,Medium,Medium
Male,66,10,Medium,No,4,74,2,No,59,2,Low,Medium
Male,97,34,Medium,No,8,60,4,No,74,2,Medium,Medium
Male,78,13,Low,Yes,5,54,3,Yes,62,2,Low,High
Female,63,14,Low,Yes,9,72,4,Yes,59,3,Medium,Low
Male,98,17,High,Yes,7,72,3,No,71,0,High,Medium
Male,95,28,Medium,No,8,96,3,No,73,1,Medium,Medium
Male,90,20,Medium,Yes,4,56,1,No,68,0,Medium,High
Male,97,13,Medium,Yes,8,81,1,No,68,3,Medium,Medium
Male,69,28,Medium,Yes,8,66,6,No,66,0,Medium,Medium
Male,93,24,High,Yes,8,56,3,No,69,1,Medium,Medium
Female,88,23,Medium,No,8,70,4,No,70,2,Medium,High
Male,95,24,High,Yes,7,71,3,No,74,1,High,High
Female,92,34,Medium,No,7,68,5,No,75,0,Low,High
Male,74,33,Medium,Yes,6,88,3,No,71,2,Medium,Medium
Male,91,16,High,Yes,6,92,3,No,71,2,Low,High
Female,70,30,Medium,No,9,57,4,No,65,1,Medium,Medium
Male,73,22,Medium,No,6,58,3,No,65,1,High,Medium
Male,64,23,High,No,4,71,1,No,65,2,Low,Medium
Female,97,10,Medium,No,6,66,2,No,67,2,Medium,Medium
Male,72,19,Medium,Yes,8,91,4,No,67,1,High,Medium
Male,81,15,Medium,Yes,7,100,3,No,67,1,Medium,Medium
Female,76,25,High,Yes,8,59,4,No,71,4,Medium,Medium
Female,98,26,Low,No,4,88,1,No,72,1,Low,High
Male,73,8,High,Yes,4,80,4,No,62,0,Low,High
Male,91,20,Low,Yes,7,82,4,No,70,0,Medium,Medium
Female,94,27,High,No,9,63,4,No,72,0,High,Medium
Male,77,19,Medium,Yes,4,55,4,No,64,0,Medium,Low
Male,75,24,Low,Yes,8,77,1,No,66,1,High,Medium
Male,90,22,Medium,Yes,9,81,4,No,69,0,Medium,Medium
Female,97,22,Medium,No,7,98,0,No,71,0,High,Medium
Male,90,18,Low,No,8,84,3,No,68,2,High,High
Female,69,13,Medium,Yes,7,72,2,No,63,2,Low,Medium
Male,96,13,High,Yes,7,100,3,No,71,4,Medium,High
Male,76,24,Low,Yes,8,69,1,No,65,3,Low,Medium
Female,83,20,High,Yes,10,58,1,No,66,0,Medium,High
Female,93,19,Low,Yes,6,81,3,Yes,68,2,Medium,Medium
Male,68,17,Medium,Yes,7,63,3,No,61,0,Medium,Medium
Male,91,18,High,No,6,96,3,No,71,2,Medium,Medium
Female,84,26,High,Yes,7,71,2,No,70,0,Medium,Medium
Female,96,18,Low,No,7,57,3,No,66,1,Low,Medium
Male,67,12,Medium,Yes,9,57,2,No,61,0,Low,Medium
Male,77,24,Low,Yes,9,82,2,No,67,1,Low,Medium
Female,93,19,Medium,Yes,8,68,3,No,72,1,Medium,High
Female,61,20,High,No,9,68,3,No,65,1,Medium,Low
Female,64,30,Medium,No,6,81,2,No,68,3,Low,Medium
Male,100,20,Medium,Yes,6,61,4,No,70,3,High,Medium
Male,71,22,Low,Yes,8,57,4,No,63,1,Medium,High
Female,99,13,Low,No,7,83,4,No,69,1,Medium,Medium
Male,67,19,Low,No,10,50,3,No,62,0,Medium,Medium
Female,74,24,High,No,4,95,4,No,71,1,High,Medium
Male,90,11,Low,Yes,8,59,4,No,64,1,Low,High
Male,86,21,Medium,No,8,72,3,No,69,0,Medium,High
Male,83,21,High,Yes,6,61,3,No,71,2,High,High
Female,81,20,Medium,Yes,6,61,4,Yes,63,0,Low,Medium
Female,94,26,High,Yes,6,92,3,No,72,1,Low,High
Male,69,22,Medium,Yes,5,79,3,No,66,1,Medium,Low
Male,78,29,Medium,Yes,9,66,4,No,69,2,Medium,Medium
Male,66,14,Medium,Yes,10,63,3,No,60,0,Low,Medium
Female,84,21,High,Yes,6,61,4,No,68,1,Low,High
Male,70,21,High,No,6,78,2,No,65,3,Medium,Low
Female,73,14,Medium,No,5,87,4,No,67,2,High,Medium
Male,79,26,Low,Yes,5,63,2,No,66,0,Medium,Medium
Male,61,34,Medium,Yes,6,67,2,No,68,1,High,Medium
Female,64,20,Medium,Yes,9,86,4,No,63,0,Medium,High
Male,87,23,High,Yes,10,87,3,No,73,1,Medium,Medium
Male,77,21,Medium,Yes,6,60,3,No,66,1,Medium,Medium
Male,95,16,Medium,Yes,6,69,3,Yes,67,2,Low,High
Male,88,9,Medium,Yes,5,93,4,No,66,2,Low,Medium
Male,60,16,Low,No,8,87,5,No,60,0,Low,Low
Male,85,12,High,No,8,58,3,No,67,1,Low,High
Female,64,30,Medium,No,7,69,4,No,67,3,Medium,Low
Female,91,19,Medium,Yes,6,99,2,No,70,0,High,Medium
Female,100,18,Low,No,9,76,2,No,69,1,Low,Medium
Male,81,25,Low,Yes,8,86,3,No,68,1,Medium,Medium
Female,87,13,Low,Yes,8,55,3,No,67,1,High,High
Male,69,15,High,No,8,92,1,No,63,0,Low,Medium
Male,78,20,Medium,No,7,80,3,No,70,2,High,Medium
Female,94,26,Medium,No,6,59,3,No,71,4,High,Medium
Female,67,23,High,Yes,8,69,2,No,67,1,Low,Medium
Male,71,21,Medium,No,8,54,3,No,64,1,High,Medium
Female,78,20,Medium,No,8,89,4,No,66,0,High,Medium
Male,88,22,Medium,Yes,5,87,3,No,70,1,Low,High
Male,75,21,Low,Yes,8,75,2,No,65,1,High,Medium
Male,97,14,Medium,Yes,7,73,3,No,68,2,Medium,Low
Female,64,20,Low,Yes,6,73,5,No,65,3,High,High
Male,75,14,Medium,No,8,52,1,No,65,3,Medium,Medium
Female,88,20,Medium,Yes,7,68,4,No,69,0,Medium,High
Female,69,17,Medium,No,10,56,4,No,63,1,Medium,Medium
Female,86,35,Medium,No,8,59,2,No,70,2,Medium,Low
Male,67,20,Low,Yes,7,98,4,No,64,1,Medium,Medium
Female,62,12,High,Yes,7,63,4,No,62,1,High,Medium
Female,65,19,High,Yes,5,74,3,No,66,1,Medium,Medium
Male,97,23,Low,Yes,9,94,3,No,73,2,High,Medium
Female,82,30,High,Yes,7,71,3,No,72,3,Medium,High
Male,92,16,Medium,Yes,7,76,2,No,68,0,High,Medium
Male,73,11,High,No,5,58,4,No,62,0,Medium,Medium
Male,84,25,Low,No,8,64,4,No,67,2,Medium,Medium
Male,80,12,Low,No,6,75,4,No,62,1,Medium,High
Male,98,17,High,No,6,68,3,No,72,2,Medium,Medium
Male,90,18,High,No,7,52,2,No,67,2,High,High
Female,89,20,Medium,Yes,6,70,3,No,68,1,Low,Medium
Female,62,24,High,Yes,6,91,3,No,65,2,Medium,Medium
Female,82,16,Medium,No,7,56,1,Yes,79,0,Low,High
Male,79,18,Low,No,9,51,3,No,66,2,High,Medium
Female,97,20,Medium,Yes,8,56,2,No,68,1,Low,Medium
Male,70,21,Low,Yes,8,84,3,Yes,65,1,Medium,High
Female,71,21,High,Yes,8,90,4,No,67,3,Medium,Medium
Male,76,23,High,Yes,6,52,4,No,67,3,Low,Medium
Male,70,25,Medium,Yes,9,94,4,No,67,1,Medium,Medium
Female,65,22,Medium,Yes,4,81,4,No,68,5,High,Medium
Male,94,23,High,No,8,76,3,No,72,3,Low,Medium
Male,82,11,Medium,No,8,63,5,No,65,1,High,Medium
Female,94,20,Medium,No,7,69,3,Yes,65,0,Low,Medium
Male,93,23,Medium,Yes,6,97,2,No,70,1,Low,Medium
Male,71,24,Medium,Yes,7,96,2,No,67,2,Medium,Medium
Male,82,16,High,Yes,6,81,4,No,68,1,Medium,Medium
Male,63,16,Medium,No,8,79,3,No,63,2,Medium,High
Male,97,17,Medium,Yes,8,61,2,No,68,2,Low,Medium
Female,76,23,High,Yes,8,98,2,No,69,0,Medium,Low
Male,76,26,Low,Yes,8,88,4,No,66,2,Low,Low
Female,72,18,Medium,Yes,8,69,4,Yes,64,2,High,Medium
Male,78,25,Low,Yes,8,91,4,No,69,3,Medium,Medium
Male,70,21,Medium,No,6,61,3,No,62,1,Medium,Medium
Female,75,19,High,Yes,5,61,3,No,65,0,High,Medium
Female,92,19,Medium,Yes,7,90,2,No,70,1,Medium,High
Female,93,24,High,Yes,8,78,4,No,72,1,Medium,Medium
Female,72,22,Medium,No,5,78,3,No,66,1,High,High
Male,79,34,Low,Yes,7,79,2,Yes,70,3,Low,High
Male,95,15,Medium,No,9,56,1,No,67,3,Medium,High
Female,62,23,High,Yes,7,67,4,No,65,1,Low,Medium
Male,96,17,Low,Yes,9,79,2,No,68,3,Low,Medium
Male,69,15,Medium,Yes,9,62,3,No,62,2,Low,High
Male,87,20,Medium,Yes,7,75,3,No,68,1,High,Medium
Female,83,21,Medium,No,6,78,3,Yes,69,2,Medium,High
Male,82,38,Low,No,6,97,3,No,72,2,Low,Medium
Male,94,19,Medium,No,7,62,3,Yes,65,0,Medium,Medium
Male,64,13,High,Yes,5,72,2,No,63,2,Medium,Medium
Female,74,22,High,Yes,5,99,2,No,68,0,Medium,Medium
Male,82,8,Low,No,4,59,2,No,62,1,Medium,Medium
Male,92,19,Medium,Yes,7,89,2,No,69,0,Medium,High
Female,69,20,Low,No,10,59,4,No,65,2,Medium,High
Female,92,25,Medium,No,4,93,2,No,74,3,High,Medium
Female,76,26,Low,Yes,7,74,3,No,70,4,Medium,High
Female,68,17,Low,Yes,7,99,3,No,65,2,High,Medium
Male,90,19,High,No,7,59,3,No,70,3,Low,Medium
Male,64,15,Low,Yes,9,84,3,No,59,0,Low,Medium
Male,81,13,Medium,Yes,6,85,3,No,63,1,Low,Medium
Female,63,22,High,Yes,4,86,4,No,64,0,Low,High
Male,74,12,High,Yes,6,55,3,No,63,0,High,Low
Female,84,18,Low,No,6,64,2,No,67,2,Medium,High
Female,82,14,Medium,Yes,4,67,4,No,65,1,Medium,Medium
Male,76,23,Medium,No,7,66,3,No,67,2,Medium,Medium
Male,77,31,Medium,No,5,84,5,No,73,2,Medium,High
Male,69,12,High,Yes,7,53,3,No,64,2,Low,High
Male,78,9,High,No,6,87,3,No,65,0,Medium,High
Male,98,19,High,Yes,5,76,3,No,72,2,Medium,Medium
Female,94,20,Medium,No,8,59,4,No,72,3,High,Medium
Male,66,21,Medium,No,7,61,2,No,66,2,Medium,High
Male,61,17,Medium,Yes,7,55,2,Yes,62,1,High,Medium
Male,97,19,Medium,No,8,73,1,No,68,2,Medium,Medium
Female,81,22,Low,Yes,7,80,3,No,67,1,Low,Medium
Female,82,26,Low,No,7,79,2,Yes,69,1,Medium,Medium
Female,91,8,Low,No,6,98,3,No,67,1,Medium,Medium
Female,73,18,Medium,No,5,65,3,No,63,1,Medium,High
Male,79,21,Medium,Yes,7,88,4,No,65,0,Low,Medium
Male,99,14,Medium,No,6,86,4,No,71,2,Low,High
Male,87,30,Medium,No,8,53,1,No,70,1,Low,High
Male,66,16,Medium,Yes,7,97,3,No,68,5,Medium,High
Female,65,20,Medium,Yes,8,97,3,No,65,0,High,Medium
Male,68,23,High,Yes,6,70,2,No,68,4,Medium,Medium
Male,91,16,Medium,Yes,5,71,3,No,69,2,Medium,Medium
Female,72,9,High,Yes,10,91,2,No,62,1,Medium,Medium
Female,61,17,High,Yes,7,75,4,No,62,2,Medium,High
Female,98,26,Low,No,8,90,2,Yes,72,1,Low,Low
Male,67,18,Medium,No,5,52,4,No,64,0,High,Medium
Female,60,15,Medium,No,7,63,1,Yes,58,0,Low,High
Male,69,26,Medium,No,9,55,3,No,66,1,Low,Medium
Male,69,18,Low,Yes,5,73,4,No,64,1,Low,High
Female,77,17,High,Yes,10,93,1,No,68,3,Low,High
Female,97,21,Low,No,7,78,3,No,69,0,Medium,Medium
Male,95,25,High,No,6,76,5,No,71,1,Medium,Medium
Male,78,34,High,Yes,8,68,2,No,71,1,Medium,Medium
Male,76,25,Medium,Yes,9,53,3,No,67,0,Medium,High
Male,82,27,Low,Yes,6,88,3,No,71,2,Medium,High
Female,70,17,Medium,Yes,6,79,3,No,64,2,Low,Medium
Male,62,14,Medium,Yes,7,97,1,No,62,0,High,Medium
Female,98,20,Medium,No,8,72,4,No,70,1,Medium,Medium
Female,67,21,High,No,7,70,2,No,63,2,Low,Medium
